fecha,producto_id,Amazon,Decathlon,Deporvillage
2021-11-02,PROD_011,45.4,42.37,44.79
2021-11-02,PROD_012,57.42,52.13,56.65
2021-11-02,PROD_013,25.58,23.5,25.47
2021-11-02,PROD_014,40.13,36.08,39.92
2021-11-02,PROD_015,137.99,141.14,130.76
2021-11-02,PROD_016,752.76,713.78,760.51
2021-11-02,PROD_017,90.6,81.95,95.39
2021-11-02,PROD_018,69.34,63.95,67.71
2021-11-02,PROD_019,105.21,102.39,109.89
2021-11-02,PROD_020,76.42,72.18,81.48
2021-11-02,PROD_021,123.48,107.01,117.56
2021-11-02,PROD_022,19.15,18.48,18.73
2021-11-02,PROD_023,36.13,32.03,35.19
2021-11-02,PROD_024,46.29,44.6,47.74
2021-11-03,PROD_001,83.83,106.35,95.54
2021-11-03,PROD_002,114.43,111.17,119.03
2021-11-03,PROD_003,91.78,76.66,84.09
2021-11-03,PROD_004,72.72,71.44,75.61
2021-11-03,PROD_005,35.51,31.23,37.55
2021-11-03,PROD_006,64.67,58.32,61.52
2021-11-03,PROD_007,69.38,64.4,67.24
2021-11-03,PROD_008,62.51,60.56,66.19
2021-11-03,PROD_009,361.04,338.19,347.47
2021-11-03,PROD_010,175.09,148.85,161.51
2021-11-03,PROD_011,47.28,39.07,46.46
2021-11-03,PROD_012,55.44,51.7,55.26
2021-11-03,PROD_013,27.02,21.76,23.64
2021-11-03,PROD_014,39.36,36.91,41.26
2021-11-03,PROD_015,136.79,143.19,131.78
2021-11-03,PROD_016,727.16,731.57,778.6
2021-11-03,PROD_017,99.17,90.37,99.97
2021-11-03,PROD_018,75.92,62.95,71.35
2021-11-03,PROD_019,107.53,99.13,106.51
2021-11-03,PROD_020,85.12,73.54,81.21
2021-11-03,PROD_021,126.53,109.3,116.93
2021-11-03,PROD_022,18.85,19.1,19.02
2021-11-03,PROD_023,34.29,32.84,33.81
2021-11-03,PROD_024,52.19,47.17,49.47
2021-11-04,PROD_001,81.21,111.61,96.95
2021-11-04,PROD_002,112.11,111.15,117.26
2021-11-04,PROD_003,83.9,76.14,79.15
2021-11-04,PROD_004,72.14,67.19,73.95
2021-11-04,PROD_005,36.33,32.08,35.86
2021-11-04,PROD_006,60.52,59.51,62.28
2021-11-04,PROD_007,69.17,65.35,69.57
2021-11-04,PROD_008,61.37,60.83,65.19
2021-11-04,PROD_009,366.57,324.28,357.16
2021-11-04,PROD_010,176.94,147.48,159.41
2021-11-04,PROD_011,46.42,38.89,44.85
2021-11-04,PROD_012,49.72,48.67,57.54
2021-11-04,PROD_013,26.22,22.06,26.74
2021-11-04,PROD_014,41.52,35.75,42.02
2021-11-04,PROD_015,134.16,140.97,133.38
2021-11-04,PROD_016,754.03,713.66,778.77
2021-11-04,PROD_017,95.26,87.69,91.9
2021-11-04,PROD_018,73.01,66.22,67.75
2021-11-04,PROD_019,111.78,98.95,112.72
2021-11-04,PROD_020,73.64,70.47,76.07
2021-11-04,PROD_021,127.53,107.36,118.07
2021-11-04,PROD_022,21.25,18.36,19.44
2021-11-04,PROD_023,35.65,30.83,35.58
2021-11-04,PROD_024,47.67,45.59,46.88
2021-11-05,PROD_001,82.28,109.7,96.53
2021-11-05,PROD_002,114.32,108.78,118.62
2021-11-05,PROD_003,86.65,77.38,85.44
2021-11-05,PROD_004,78.9,65.69,74.19
2021-11-05,PROD_005,33.78,33.26,33.17
2021-11-05,PROD_006,69.68,57.02,67.52
2021-11-05,PROD_007,68.79,61.35,71.85
2021-11-05,PROD_008,61.83,62.6,66.13
2021-11-05,PROD_009,373.21,334.62,349.77
2021-11-05,PROD_010,175.16,148.14,162.56
2021-11-05,PROD_011,48.19,41.64,42.26
2021-11-05,PROD_012,57.53,50.61,53.4
2021-11-05,PROD_013,25.7,23.58,24.5
2021-11-05,PROD_014,40.3,38.1,37.15
2021-11-05,PROD_015,137.42,141.97,131.18
2021-11-05,PROD_016,751.26,722.73,772.17
2021-11-05,PROD_017,101.04,86.56,89.83
2021-11-05,PROD_018,67.83,64.41,68.89
2021-11-05,PROD_019,104.84,99.11,113.5
2021-11-05,PROD_020,74.06,71.68,82.92
2021-11-05,PROD_021,125.18,108.11,116.79
2021-11-05,PROD_022,19.42,18.39,19.65
2021-11-05,PROD_023,33.62,31.47,36.01
2021-11-05,PROD_024,53.4,44.97,46.9
2021-11-06,PROD_001,81.23,108.29,96.79
2021-11-06,PROD_002,114.23,105.9,118.98
2021-11-06,PROD_003,83.85,80.31,86.69
2021-11-06,PROD_004,76.07,67.1,75.11
2021-11-06,PROD_005,33.94,31.78,35.66
2021-11-06,PROD_006,64.71,61.63,69.36
2021-11-06,PROD_007,70.08,63.6,68.78
2021-11-06,PROD_008,59.24,59.14,69.09
2021-11-06,PROD_009,363.3,328.45,357.02
2021-11-06,PROD_010,171.71,146.32,161.16
2021-11-06,PROD_011,44.64,40.83,43.11
2021-11-06,PROD_012,51.14,50.57,54.9
2021-11-06,PROD_013,25.62,23.58,25.43
2021-11-06,PROD_014,42.82,37.48,41.33
2021-11-06,PROD_015,133.64,144.31,133.15
2021-11-06,PROD_016,750.43,713.31,772.63
2021-11-06,PROD_017,98.44,86.41,95.24
2021-11-06,PROD_018,67.42,63.88,66.84
2021-11-06,PROD_019,110.92,104.43,105.05
2021-11-06,PROD_020,82.21,72.74,77.0
2021-11-06,PROD_021,127.93,108.1,115.54
2021-11-06,PROD_022,20.56,18.35,19.02
2021-11-06,PROD_023,32.74,30.25,36.93
2021-11-06,PROD_024,49.72,45.21,49.47
2021-11-07,PROD_001,83.4,108.49,96.57
2021-11-07,PROD_002,111.85,110.13,121.71
2021-11-07,PROD_003,78.84,75.2,88.45
2021-11-07,PROD_004,72.12,71.48,72.99
2021-11-07,PROD_005,36.98,31.45,36.88
2021-11-07,PROD_006,63.98,60.54,66.15
2021-11-07,PROD_007,71.96,64.86,68.7
2021-11-07,PROD_008,64.46,57.56,69.28
2021-11-07,PROD_009,373.23,333.41,349.44
2021-11-07,PROD_010,172.48,149.91,164.33
2021-11-07,PROD_011,44.98,41.27,46.58
2021-11-07,PROD_012,50.86,50.06,58.93
2021-11-07,PROD_013,26.18,22.56,24.79
2021-11-07,PROD_014,40.0,38.03,38.0
2021-11-07,PROD_015,136.44,142.11,127.71
2021-11-07,PROD_016,748.34,693.29,781.23
2021-11-07,PROD_017,96.03,90.26,95.41
2021-11-07,PROD_018,71.09,65.1,73.35
2021-11-07,PROD_019,121.08,105.36,105.5
2021-11-07,PROD_020,75.94,76.47,79.84
2021-11-07,PROD_021,124.05,108.15,121.45
2021-11-07,PROD_022,19.23,18.41,19.0
2021-11-07,PROD_023,32.23,33.68,34.86
2021-11-07,PROD_024,49.99,45.53,49.64
2021-11-08,PROD_001,84.13,109.15,97.73
2021-11-08,PROD_002,115.04,107.19,115.57
2021-11-08,PROD_003,91.04,79.54,85.62
2021-11-08,PROD_004,73.85,68.65,75.08
2021-11-08,PROD_005,36.91,32.63,37.6
2021-11-08,PROD_006,60.0,61.76,61.13
2021-11-08,PROD_007,73.5,60.74,72.42
2021-11-08,PROD_008,62.29,58.21,63.79
2021-11-08,PROD_009,358.08,326.07,344.68
2021-11-08,PROD_010,170.86,145.66,160.73
2021-11-08,PROD_011,43.93,40.82,42.93
2021-11-08,PROD_012,59.29,52.96,56.77
2021-11-08,PROD_013,26.2,23.04,25.09
2021-11-08,PROD_014,39.74,35.74,38.92
2021-11-08,PROD_015,134.64,144.46,132.0
2021-11-08,PROD_016,739.34,715.28,751.84
2021-11-08,PROD_017,93.71,86.51,97.23
2021-11-08,PROD_018,68.26,63.31,68.68
2021-11-08,PROD_019,112.52,105.27,111.83
2021-11-08,PROD_020,75.66,74.41,80.37
2021-11-08,PROD_021,126.94,108.31,120.63
2021-11-08,PROD_022,20.41,17.53,20.4
2021-11-08,PROD_023,36.49,31.38,33.91
2021-11-08,PROD_024,52.6,46.9,48.0
2021-11-09,PROD_001,84.04,109.52,97.24
2021-11-09,PROD_002,114.62,109.61,120.22
2021-11-09,PROD_003,81.93,74.29,84.57
2021-11-09,PROD_004,71.27,67.3,73.55
2021-11-09,PROD_005,35.43,30.72,33.1
2021-11-09,PROD_006,65.08,63.38,66.72
2021-11-09,PROD_007,74.04,63.54,72.87
2021-11-09,PROD_008,65.37,58.05,67.0
2021-11-09,PROD_009,369.29,325.1,350.72
2021-11-09,PROD_010,174.31,148.91,163.02
2021-11-09,PROD_011,45.62,43.0,47.81
2021-11-09,PROD_012,53.71,50.97,56.81
2021-11-09,PROD_013,25.99,22.93,23.47
2021-11-09,PROD_014,39.08,35.86,40.19
2021-11-09,PROD_015,137.52,141.76,130.82
2021-11-09,PROD_016,758.0,726.19,764.35
2021-11-09,PROD_017,87.66,86.15,102.55
2021-11-09,PROD_018,74.03,64.74,71.51
2021-11-09,PROD_019,111.32,100.96,112.01
2021-11-09,PROD_020,80.89,75.29,78.44
2021-11-09,PROD_021,124.98,109.3,119.93
2021-11-09,PROD_022,19.38,18.26,20.61
2021-11-09,PROD_023,37.1,31.14,34.7
2021-11-09,PROD_024,46.04,44.12,50.22
2021-11-10,PROD_001,83.54,109.9,95.59
2021-11-10,PROD_002,112.79,108.35,116.98
2021-11-10,PROD_003,93.47,79.62,82.96
2021-11-10,PROD_004,73.31,67.92,71.18
2021-11-10,PROD_005,37.27,32.97,35.49
2021-11-10,PROD_006,66.1,60.12,64.6
2021-11-10,PROD_007,69.76,63.32,72.28
2021-11-10,PROD_008,66.85,59.09,65.07
2021-11-10,PROD_009,362.55,322.27,361.67
2021-11-10,PROD_010,178.09,147.3,166.36
2021-11-10,PROD_011,43.67,41.2,45.87
2021-11-10,PROD_012,50.71,52.11,55.19
2021-11-10,PROD_013,23.33,22.92,24.45
2021-11-10,PROD_014,42.19,36.22,40.52
2021-11-10,PROD_015,132.69,141.79,128.73
2021-11-10,PROD_016,751.76,723.27,794.81
2021-11-10,PROD_017,89.29,84.49,97.16
2021-11-10,PROD_018,67.68,65.01,74.38
2021-11-10,PROD_019,116.49,104.2,109.98
2021-11-10,PROD_020,85.71,72.41,82.79
2021-11-10,PROD_021,127.74,108.79,119.44
2021-11-10,PROD_022,20.88,17.87,19.74
2021-11-10,PROD_023,35.8,31.54,34.81
2021-11-10,PROD_024,50.61,44.91,52.78
2021-11-11,PROD_001,84.79,108.85,96.24
2021-11-11,PROD_002,113.94,108.06,117.52
2021-11-11,PROD_003,86.38,82.24,82.68
2021-11-11,PROD_004,77.73,67.34,71.44
2021-11-11,PROD_005,35.09,32.84,35.94
2021-11-11,PROD_006,63.82,61.46,63.54
2021-11-11,PROD_007,63.08,62.29,72.44
2021-11-11,PROD_008,62.2,58.35,69.67
2021-11-11,PROD_009,369.19,334.94,356.4
2021-11-11,PROD_010,172.45,147.53,159.8
2021-11-11,PROD_011,42.62,38.91,45.31
2021-11-11,PROD_012,52.5,50.57,56.12
2021-11-11,PROD_013,25.35,23.02,24.24
2021-11-11,PROD_014,42.41,35.35,39.37
2021-11-11,PROD_015,138.44,144.09,128.66
2021-11-11,PROD_016,755.77,718.66,797.13
2021-11-11,PROD_017,90.51,90.23,95.11
2021-11-11,PROD_018,68.38,65.11,66.51
2021-11-11,PROD_019,103.01,97.69,112.78
2021-11-11,PROD_020,72.95,74.0,78.93
2021-11-11,PROD_021,124.21,106.66,117.79
2021-11-11,PROD_022,19.79,18.9,19.12
2021-11-11,PROD_023,35.38,31.71,34.19
2021-11-11,PROD_024,47.59,45.64,48.58
2021-11-12,PROD_001,84.4,106.98,94.34
2021-11-12,PROD_002,112.89,108.8,116.26
2021-11-12,PROD_003,88.79,76.07,89.75
2021-11-12,PROD_004,70.93,66.01,71.71
2021-11-12,PROD_005,33.37,32.69,36.03
2021-11-12,PROD_006,66.76,59.67,66.28
2021-11-12,PROD_007,67.83,60.78,73.3
2021-11-12,PROD_008,69.8,58.16,65.23
2021-11-12,PROD_009,367.95,323.03,347.45
2021-11-12,PROD_010,175.13,148.5,163.92
2021-11-12,PROD_011,41.69,40.18,45.15
2021-11-12,PROD_012,60.31,52.34,56.64
2021-11-12,PROD_013,25.99,22.16,25.73
2021-11-12,PROD_014,41.72,36.92,39.72
2021-11-12,PROD_015,133.66,142.66,132.17
2021-11-12,PROD_016,726.65,714.12,767.57
2021-11-12,PROD_017,88.93,85.79,93.46
2021-11-12,PROD_018,74.37,64.43,67.04
2021-11-12,PROD_019,106.63,102.97,107.05
2021-11-12,PROD_020,75.01,72.67,82.16
2021-11-12,PROD_021,124.97,108.43,119.21
2021-11-12,PROD_022,18.78,18.47,21.03
2021-11-12,PROD_023,36.67,31.43,34.78
2021-11-12,PROD_024,47.2,45.25,49.82
2021-11-13,PROD_001,83.03,109.83,98.29
2021-11-13,PROD_002,111.85,110.71,118.23
2021-11-13,PROD_003,83.88,80.77,82.03
2021-11-13,PROD_004,74.72,67.28,74.72
2021-11-13,PROD_005,35.07,31.97,33.95
2021-11-13,PROD_006,60.01,56.57,61.65
2021-11-13,PROD_007,75.18,60.71,72.57
2021-11-13,PROD_008,64.55,57.74,69.06
2021-11-13,PROD_009,369.51,326.4,353.96
2021-11-13,PROD_010,177.08,147.53,163.3
2021-11-13,PROD_011,46.59,42.07,47.16
2021-11-13,PROD_012,53.56,49.51,52.64
2021-11-13,PROD_013,24.74,22.5,26.5
2021-11-13,PROD_014,39.09,35.54,39.6
2021-11-13,PROD_015,135.41,145.13,127.4
2021-11-13,PROD_016,743.11,709.57,773.92
2021-11-13,PROD_017,98.71,85.22,99.67
2021-11-13,PROD_018,73.78,65.04,71.65
2021-11-13,PROD_019,113.01,102.11,112.03
2021-11-13,PROD_020,84.65,75.33,82.66
2021-11-13,PROD_021,127.69,107.78,118.1
2021-11-13,PROD_022,21.24,17.26,19.42
2021-11-13,PROD_023,34.41,31.96,34.01
2021-11-13,PROD_024,52.31,46.92,53.52
2021-11-14,PROD_001,84.78,108.5,97.62
2021-11-14,PROD_002,113.58,111.14,116.89
2021-11-14,PROD_003,91.43,79.91,82.77
2021-11-14,PROD_004,74.58,67.82,74.99
2021-11-14,PROD_005,35.06,33.51,34.31
2021-11-14,PROD_006,58.94,57.06,65.97
2021-11-14,PROD_007,64.07,65.69,69.54
2021-11-14,PROD_008,63.31,58.71,67.81
2021-11-14,PROD_009,366.94,324.18,351.18
2021-11-14,PROD_010,174.3,149.82,162.81
2021-11-14,PROD_011,41.4,41.29,46.42
2021-11-14,PROD_012,52.52,50.59,59.16
2021-11-14,PROD_013,25.97,21.79,24.95
2021-11-14,PROD_014,37.72,37.94,41.92
2021-11-14,PROD_015,131.93,144.52,129.47
2021-11-14,PROD_016,730.65,702.38,770.63
2021-11-14,PROD_017,98.98,81.88,96.76
2021-11-14,PROD_018,68.08,64.18,65.7
2021-11-14,PROD_019,113.53,98.99,109.79
2021-11-14,PROD_020,83.12,73.58,78.99
2021-11-14,PROD_021,123.98,108.46,121.44
2021-11-14,PROD_022,19.3,18.04,19.63
2021-11-14,PROD_023,34.45,32.88,36.96
2021-11-14,PROD_024,51.61,44.09,50.46
2021-11-15,PROD_001,82.35,110.19,93.85
2021-11-15,PROD_002,114.52,107.7,119.23
2021-11-15,PROD_003,90.87,81.94,85.1
2021-11-15,PROD_004,72.67,72.69,75.37
2021-11-15,PROD_005,34.9,31.3,35.99
2021-11-15,PROD_006,61.16,63.39,62.86
2021-11-15,PROD_007,67.52,61.01,67.59
2021-11-15,PROD_008,67.24,60.28,67.67
2021-11-15,PROD_009,366.72,326.18,348.08
2021-11-15,PROD_010,174.82,148.21,160.41
2021-11-15,PROD_011,44.43,41.52,47.1
2021-11-15,PROD_012,57.69,50.01,54.94
2021-11-15,PROD_013,24.71,22.69,23.57
2021-11-15,PROD_014,36.67,34.76,41.66
2021-11-15,PROD_015,136.46,145.07,134.68
2021-11-15,PROD_016,736.39,712.95,770.16
2021-11-15,PROD_017,97.53,85.38,92.72
2021-11-15,PROD_018,67.34,65.96,68.51
2021-11-15,PROD_019,110.54,99.46,117.28
2021-11-15,PROD_020,76.27,75.6,78.92
2021-11-15,PROD_021,128.33,107.68,119.12
2021-11-15,PROD_022,19.8,18.97,20.26
2021-11-15,PROD_023,33.83,33.56,37.22
2021-11-15,PROD_024,46.67,45.57,49.44
2021-11-16,PROD_001,81.44,108.98,95.01
2021-11-16,PROD_002,112.9,110.15,120.83
2021-11-16,PROD_003,89.86,80.38,87.46
2021-11-16,PROD_004,70.66,67.97,77.49
2021-11-16,PROD_005,35.75,32.89,35.65
2021-11-16,PROD_006,61.82,57.92,65.78
2021-11-16,PROD_007,71.09,64.62,67.1
2021-11-16,PROD_008,71.31,61.99,63.32
2021-11-16,PROD_009,368.06,334.93,349.74
2021-11-16,PROD_010,173.8,149.85,161.77
2021-11-16,PROD_011,47.53,40.9,46.41
2021-11-16,PROD_012,52.53,51.77,53.04
2021-11-16,PROD_013,23.44,22.29,24.84
2021-11-16,PROD_014,43.0,37.95,40.85
2021-11-16,PROD_015,133.99,145.46,133.1
2021-11-16,PROD_016,749.85,727.54,777.39
2021-11-16,PROD_017,93.02,86.07,91.37
2021-11-16,PROD_018,76.99,64.9,69.96
2021-11-16,PROD_019,111.94,101.34,108.52
2021-11-16,PROD_020,75.22,72.27,84.15
2021-11-16,PROD_021,125.38,108.38,116.97
2021-11-16,PROD_022,20.23,18.37,21.39
2021-11-16,PROD_023,32.59,31.29,34.86
2021-11-16,PROD_024,52.37,46.77,53.15
2021-11-17,PROD_001,81.44,109.82,96.87
2021-11-17,PROD_002,113.66,105.91,119.1
2021-11-17,PROD_003,81.28,76.06,84.92
2021-11-17,PROD_004,72.97,71.03,75.1
2021-11-17,PROD_005,37.39,32.91,34.1
