fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,mes,dia_semana,es_fin_semana,es_festivo,precio_min_competencia,gap_precio,gap_porcentaje,margen_unitario,margen_total,promo_rival,ratio_competencia,ventas_lag1,ventas_lag7,dia,anio,es_black_friday,es_cyber_monday,es_quincena,es_cobro,estacion,unidades_vendidas_lag1,unidades_vendidas_lag2,unidades_vendidas_lag3,unidades_vendidas_lag4,unidades_vendidas_lag5,unidades_vendidas_lag6,unidades_vendidas_lag7,media_movil_7,descuento_porcentaje,prec_competencia,ratio_precio,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail
2025-11-01,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.22,,11,5,True,True,39.68,4.539999999999999,11.441532258064514,-0.7800000000000011,,True,1.1144153225806452,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,1.733333333333336,39.68,1.1144153225806452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,54.26,,11,5,True,True,49.8,4.460000000000001,8.955823293172694,-0.740000000000002,,False,1.0895582329317268,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,1.3454545454545492,49.8,1.0895582329317268,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-11-01,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.4,,11,5,True,True,22.22,3.1799999999999997,14.311431143114312,0.3999999999999986,,True,1.143114311431143,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-1.5999999999999945,22.22,1.143114311431143,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,39.22,,11,5,True,True,35.36,3.8599999999999994,10.91628959276018,-0.7800000000000011,,True,1.1091628959276019,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,1.9500000000000028,35.36,1.1091628959276019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-11-01,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,11,5,True,True,142.99,7.009999999999991,4.902440730120981,0.0,,False,1.0490244073012098,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,142.99,1.0490244073012098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-11-01,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,11,5,True,True,719.37,110.63,15.378734170176681,0.0,,True,1.1537873417017668,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,719.37,1.1537873417017668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,95.07,,11,5,True,True,86.24,8.829999999999998,10.23886827458256,0.06999999999999318,,True,1.1023886827458256,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-0.07368421052630861,86.24,1.1023886827458256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2025-11-01,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,69.12,,11,5,True,True,64.55,4.570000000000007,7.079783113865233,-0.8799999999999955,,False,1.0707978311386523,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,1.2571428571428507,64.55,1.0707978311386523,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-11-01,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,110.89,,11,5,True,True,95.04,15.849999999999994,16.677188552188547,0.8900000000000006,,True,1.1667718855218854,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-0.8090909090909096,95.04,1.1667718855218854,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-11-01,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,80.84,,11,5,True,True,72.79,8.049999999999997,11.059211430141499,0.8400000000000034,,True,1.110592114301415,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-1.0500000000000043,72.79,1.110592114301415,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-11-01,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,11,5,True,True,118.93,11.069999999999993,9.307996300344733,0.0,,False,1.0930799630034473,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,118.93,1.0930799630034473,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.92,,11,5,True,True,18.63,1.2900000000000027,6.9243156199678095,-0.0799999999999983,,False,1.069243156199678,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.39999999999999153,18.63,1.069243156199678,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,35.39,,11,5,True,True,30.44,4.949999999999999,16.261498028909326,0.39000000000000057,,True,1.1626149802890933,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-1.1142857142857159,30.44,1.1626149802890933,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-11-01,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.57,,11,5,True,True,45.71,3.8599999999999994,8.444541675782103,-0.4299999999999997,,False,1.084445416757821,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.8599999999999994,45.71,1.084445416757821,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,11,6,True,False,86.36,28.64,33.163501621120886,0.0,,True,1.331635016211209,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,86.36,1.331635016211209,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,11,6,True,False,113.78,21.22,18.650026366672527,0.0,,True,1.1865002636667252,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,113.78,1.1865002636667252,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.16,,11,6,True,False,76.03,9.129999999999995,12.008417729843476,0.1599999999999966,,True,1.1200841772984347,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-0.18823529411764306,76.03,1.1200841772984347,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.57,,11,6,True,False,69.57,4.0,5.749604714675867,-1.4300000000000068,,False,1.0574960471467587,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,1.9066666666666756,69.57,1.0574960471467587,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.43,,11,6,True,False,31.24,3.1900000000000013,10.211267605633807,-0.5700000000000003,,True,1.102112676056338,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,1.6285714285714292,31.24,1.102112676056338,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-02,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,66.03,,11,6,True,False,61.51,4.520000000000003,7.348398634368401,1.0300000000000011,,False,1.073483986343684,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-1.5846153846153863,61.51,1.073483986343684,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-02,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,71.36,,11,6,True,False,69.36,2.0,2.883506343713956,1.3599999999999994,,False,1.0288350634371395,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-1.942857142857142,69.36,1.0288350634371395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,63.94,,11,6,True,False,60.56,3.3799999999999955,5.581241743725224,-1.0600000000000023,,False,1.0558124174372523,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,1.6307692307692343,60.56,1.0558124174372523,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,11,6,True,False,360.96,39.04000000000002,10.815602836879439,0.0,,True,1.1081560283687943,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,360.96,1.1081560283687943,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2025-11-02,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,11,6,True,False,153.19,21.810000000000002,14.237221750767024,0.0,,True,1.1423722175076703,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,153.19,1.1423722175076703,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.72,,11,6,True,False,40.48,4.240000000000002,10.474308300395263,-0.28000000000000114,,True,1.1047430830039526,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.6222222222222248,40.48,1.1047430830039526,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,54.47,,11,6,True,False,51.06,3.4099999999999966,6.678417547982758,-0.5300000000000011,,False,1.0667841754798275,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.9636363636363656,51.06,1.0667841754798275,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-11-02,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.32,,11,6,True,False,24.16,1.1600000000000001,4.801324503311259,0.3200000000000003,,False,1.0480132450331126,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-1.2800000000000011,24.16,1.0480132450331126,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.08,,11,6,True,False,36.38,3.6999999999999957,10.170423309510708,0.0799999999999983,,True,1.101704233095107,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-0.19999999999999576,36.38,1.101704233095107,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-11-02,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,11,6,True,False,130.77,19.22999999999999,14.705207616425778,0.0,,True,1.1470520761642578,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,130.77,1.1470520761642578,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-11-02,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,11,6,True,False,740.68,89.32000000000005,12.059188853485994,0.0,,True,1.12059188853486,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,740.68,1.12059188853486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,93.44,,11,6,True,False,85.12,8.319999999999993,9.774436090225555,-1.5600000000000023,,False,1.0977443609022555,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,1.6421052631578972,85.12,1.0977443609022555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2025-11-02,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,70.11,,11,6,True,False,66.18,3.9299999999999926,5.938349954669072,0.10999999999999943,,False,1.0593834995466906,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-0.15714285714285633,66.18,1.0593834995466906,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-11-02,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,111.79,,11,6,True,False,101.22,10.570000000000007,10.44260027662518,1.7900000000000063,,True,1.1044260027662518,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-1.6272727272727332,101.22,1.1044260027662518,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-11-02,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,79.98,,11,6,True,False,73.54,6.439999999999998,8.757138971988029,-0.01999999999999602,,False,1.0875713897198802,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.024999999999995023,73.54,1.0875713897198802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-11-02,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,11,6,True,False,113.57,16.430000000000007,14.466848639605537,0.0,,True,1.1446684863960555,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,113.57,1.1446684863960555,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.89,,11,6,True,False,17.17,2.719999999999999,15.841584158415834,-0.10999999999999943,,True,1.1584158415841583,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.5499999999999972,17.17,1.1584158415841583,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,34.59,,11,6,True,False,32.41,2.180000000000007,6.726319037334178,-0.4099999999999966,,False,1.0672631903733418,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,1.1714285714285617,32.41,1.0672631903733418,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-11-02,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.15,,11,6,True,False,45.47,3.6799999999999997,8.093248295579503,-0.8500000000000014,,False,1.080932482955795,0,0,2,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,1.7000000000000028,45.47,1.080932482955795,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
